time_step,actual_label,prediction_probability,decision
1,0,0.5834988951683044,anomaly
2,0,0.5570214986801147,anomaly
3,0,0.5102277994155884,anomaly
4,0,0.46810290217399597,normal
5,0,0.4723234176635742,normal
6,0,0.48252254724502563,normal
7,0,0.4827933609485626,normal
8,0,0.49851930141448975,normal
9,0,0.5691722631454468,anomaly
10,0,0.4562792479991913,normal
11,0,0.35011714696884155,normal
12,0,0.3222348392009735,normal
13,0,0.31716564297676086,normal
14,0,0.4186394214630127,normal
15,0,0.56099534034729,anomaly
16,0,0.5826215744018555,anomaly
17,0,0.4959079623222351,normal
18,0,0.47471168637275696,normal
19,0,0.5148804783821106,anomaly
20,0,0.5156309604644775,anomaly
21,0,0.49536406993865967,normal
22,0,0.478899747133255,normal
23,0,0.4876115322113037,normal
24,0,0.5812686681747437,anomaly
25,0,0.5519932508468628,anomaly
26,0,0.4998117983341217,normal
27,0,0.4711523950099945,normal
28,0,0.4627547264099121,normal
29,0,0.4590887427330017,normal
30,0,0.4639928340911865,normal
31,0,0.5748401284217834,anomaly
32,0,0.559928834438324,anomaly
33,0,0.428542822599411,normal
34,0,0.3228214979171753,normal
35,0,0.4021356701850891,normal
36,0,0.49527525901794434,normal
37,0,0.5721923112869263,anomaly
38,0,0.552267849445343,anomaly
39,0,0.5273265838623047,anomaly
40,0,0.5091502666473389,anomaly
41,0,0.5328463912010193,anomaly
42,0,0.536527156829834,anomaly
43,0,0.5460458397865295,anomaly
44,0,0.5413820743560791,anomaly
45,0,0.5210145115852356,anomaly
46,0,0.5324917435646057,anomaly
47,0,0.47511640191078186,normal
48,0,0.4968061149120331,normal
49,0,0.49440380930900574,normal
50,0,0.4819536507129669,normal
51,0,0.4686107337474823,normal
52,0,0.46000808477401733,normal
53,0,0.47527626156806946,normal
54,0,0.5001512765884399,anomaly
55,0,0.5362223982810974,anomaly
56,0,0.592404305934906,anomaly
57,0,0.5197548866271973,anomaly
58,0,0.4306223690509796,normal
59,0,0.2907576262950897,normal
60,0,0.2869637906551361,normal
61,0,0.28729331493377686,normal
62,0,0.39214369654655457,normal
63,0,0.488815039396286,normal
64,0,0.5487995147705078,anomaly
65,0,0.5275008678436279,anomaly
66,0,0.5022064447402954,anomaly
67,0,0.4491637349128723,normal
68,0,0.37532174587249756,normal
69,0,0.3423032760620117,normal
70,0,0.3704124093055725,normal
71,0,0.40817850828170776,normal
72,0,0.5390110611915588,anomaly
73,0,0.5791075825691223,anomaly
74,0,0.52076256275177,anomaly
75,0,0.46671372652053833,normal
76,0,0.4553147554397583,normal
77,0,0.45789873600006104,normal
78,0,0.46177688241004944,normal
79,0,0.46096256375312805,normal
80,0,0.46227213740348816,normal
81,0,0.4948679804801941,normal
82,0,0.5202809572219849,anomaly
83,0,0.521526575088501,anomaly
84,0,0.5227360725402832,anomaly
85,0,0.5768985748291016,anomaly
86,0,0.5480635762214661,anomaly
87,0,0.48801252245903015,normal
88,0,0.4620891511440277,normal
89,0,0.48389869928359985,normal
90,0,0.5179327130317688,anomaly
91,0,0.5179214477539062,anomaly
92,0,0.37678489089012146,normal
93,0,0.3144194185733795,normal
94,0,0.30585959553718567,normal
95,0,0.4032100439071655,normal
96,0,0.5504794120788574,anomaly
97,0,0.5705386400222778,anomaly
98,0,0.4983314573764801,normal
99,0,0.47440218925476074,normal
100,0,0.4596056342124939,normal
101,0,0.46129119396209717,normal
102,0,0.4631921350955963,normal
103,0,0.47302407026290894,normal
104,0,0.49225273728370667,normal
105,0,0.5014990568161011,anomaly
106,0,0.5090997219085693,anomaly
107,0,0.517348051071167,anomaly
108,0,0.5364426970481873,anomaly
109,0,0.49800553917884827,normal
110,0,0.4942951500415802,normal
111,0,0.4634340703487396,normal
112,0,0.5548359155654907,anomaly
113,0,0.6020810604095459,anomaly
114,0,0.5401113033294678,anomaly
115,0,0.32237136363983154,normal
116,0,0.29870885610580444,normal
117,0,0.29031920433044434,normal
118,0,0.3036647140979767,normal
119,0,0.38914602994918823,normal
120,0,0.4930419623851776,normal
121,0,0.5432704091072083,anomaly
122,0,0.5682202577590942,anomaly
123,0,0.5308753252029419,anomaly
124,0,0.506054162979126,anomaly
125,0,0.5259413719177246,anomaly
126,0,0.5305380821228027,anomaly
127,0,0.43699946999549866,normal
128,0,0.40002384781837463,normal
129,0,0.4828520119190216,normal
130,0,0.5477073788642883,anomaly
131,0,0.5640677809715271,anomaly
132,0,0.5225716829299927,anomaly
133,0,0.5165955424308777,anomaly
134,0,0.5102819204330444,anomaly
135,0,0.5118227005004883,anomaly
136,0,0.513398289680481,anomaly
137,0,0.5125515460968018,anomaly
138,0,0.500335693359375,anomaly
139,0,0.5170085430145264,anomaly
140,0,0.5174713134765625,anomaly
141,0,0.5453115701675415,anomaly
142,0,0.5467073917388916,anomaly
143,0,0.49622905254364014,normal
144,0,0.49432986974716187,normal
145,0,0.48735684156417847,normal
146,0,0.4736301600933075,normal
147,0,0.466708242893219,normal
148,0,0.4824603796005249,normal
149,0,0.4598485231399536,normal
150,0,0.45909273624420166,normal
151,0,0.4925285577774048,normal
152,0,0.5529778003692627,anomaly
153,0,0.457893967628479,normal
154,0,0.32964158058166504,normal
155,0,0.32055971026420593,normal
156,0,0.5045261383056641,anomaly
157,0,0.586376428604126,anomaly
158,0,0.5364882946014404,anomaly
159,0,0.45789584517478943,normal
160,0,0.4563911557197571,normal
161,0,0.463350385427475,normal
162,0,0.4661141037940979,normal
163,0,0.4992205500602722,normal
164,0,0.5298639535903931,anomaly
165,0,0.43448153138160706,normal
166,0,0.3358469605445862,normal
167,0,0.45432740449905396,normal
168,1,0.5801501870155334,anomaly
169,1,0.5558503270149231,anomaly
170,1,0.4689560830593109,normal
171,1,0.45912542939186096,normal
172,1,0.45578935742378235,normal
173,1,0.45842328667640686,normal
174,1,0.5051631331443787,anomaly
175,0,0.5351332426071167,anomaly
176,0,0.46733394265174866,normal
177,0,0.3620900809764862,normal
178,0,0.31426092982292175,normal
179,0,0.29316502809524536,normal
180,0,0.2914103865623474,normal
181,0,0.29048052430152893,normal
182,0,0.2834415137767792,normal
183,0,0.2817697823047638,normal
184,0,0.2824883759021759,normal
185,0,0.2838877737522125,normal
186,0,0.28443363308906555,normal
187,0,0.296406090259552,normal
188,0,0.33515119552612305,normal
189,0,0.372508704662323,normal
190,0,0.39363428950309753,normal
191,0,0.4737403690814972,normal
192,0,0.5801080465316772,anomaly
193,0,0.5545523166656494,anomaly
194,0,0.48424309492111206,normal
195,0,0.4555167555809021,normal
196,0,0.4571617543697357,normal
197,0,0.46217381954193115,normal
198,0,0.46669965982437134,normal
199,0,0.47066423296928406,normal
200,0,0.4791255295276642,normal
201,0,0.5108925700187683,anomaly
202,0,0.5383579134941101,anomaly
203,0,0.5526436567306519,anomaly
204,0,0.5214817523956299,anomaly
205,0,0.47973737120628357,normal
206,0,0.4784436523914337,normal
207,0,0.47213059663772583,normal
208,0,0.47630882263183594,normal
209,0,0.5507065057754517,anomaly
210,0,0.45305031538009644,normal
211,0,0.3591308891773224,normal
212,0,0.2970655560493469,normal
213,0,0.29127317667007446,normal
214,0,0.3137412667274475,normal
215,0,0.4265197515487671,normal
216,0,0.5451226234436035,anomaly
217,0,0.5795094966888428,anomaly
218,0,0.501069962978363,anomaly
219,0,0.4783845841884613,normal
220,0,0.4592994749546051,normal
221,0,0.45520398020744324,normal
222,0,0.45732319355010986,normal
223,0,0.46275103092193604,normal
224,0,0.4819227457046509,normal
225,0,0.47534745931625366,normal
226,0,0.48985788226127625,normal
227,0,0.581895112991333,anomaly
228,0,0.5545964241027832,anomaly
229,0,0.544738233089447,anomaly
230,0,0.5553988218307495,anomaly
231,0,0.5493062734603882,anomaly
232,0,0.5219618082046509,anomaly
233,0,0.4455881416797638,normal
234,0,0.3251614272594452,normal
235,0,0.2866620719432831,normal
236,0,0.2820286154747009,normal
