time_step,state,pattern,status,mapped_to,probability,path_probability,decision,confidence,distance
1,cca,caa,known,caa,0.7710843373493976,0.7710843373493976,normal,0.7710843373493976,0
2,caa,aac,known,aac,0.525,0.4048192771084338,normal,0.525,0
3,aac,acb,known,acb,0.07368421052631578,0.029828788839568802,anomaly,0.07368421052631578,0
4,acb,cba,known,cba,0.7,0.02088015218769816,normal,0.7,0
5,cba,bac,known,bac,0.25,0.00522003804692454,normal,0.25,0
6,bac,acc,known,acc,0.8181818181818182,0.0042709402202109874,normal,0.8181818181818182,0
7,acc,ccb,known,ccb,0.3157894736842105,0.001348717964277154,normal,0.3157894736842105,0
8,ccb,cba,known,cba,0.46938775510204084,0.0006330716975178478,normal,0.46938775510204084,0
9,cba,bab,known,bab,0.03125,1.9783490547432742e-05,anomaly,0.03125,0
10,bab,abb,known,abb,0.0,1.9783490547432745e-09,anomaly,0.0,0
11,abb,bbb,unseen,bab,0.0,1.9783490547432747e-13,anomaly,0.0,1
12,bab,bbc,known,bbc,0.0,1.9783490547432747e-17,anomaly,0.0,0
13,bbc,bcc,known,bcc,0.5,9.891745273716374e-18,normal,0.5,0
14,bcc,ccc,known,ccc,0.16216216216216217,1.6040668011431959e-18,anomaly,0.16216216216216217,0
15,ccc,ccb,known,ccb,0.22,3.528946962515031e-19,normal,0.22,0
16,ccb,cba,known,cba,0.46938775510204084,1.6564444926090964e-19,normal,0.46938775510204084,0
17,cba,baa,known,baa,0.71875,1.190569479062788e-19,normal,0.71875,0
18,baa,aaa,known,aaa,0.3611111111111111,4.299278674393401e-20,normal,0.3611111111111111,0
19,aaa,aaa,known,aaa,0.5825242718446602,2.5044341792582918e-20,normal,0.5825242718446602,0
20,aaa,aaa,known,aaa,0.5825242718446602,1.4588936966553155e-20,normal,0.5825242718446602,0
21,aaa,aac,known,aac,0.3300970873786408,4.8157656006097796e-21,normal,0.3300970873786408,0
22,aac,acc,known,acc,0.8421052631578947,4.055381558408235e-21,normal,0.8421052631578947,0
23,acc,ccc,known,ccc,0.2736842105263158,1.1098939001959381e-21,normal,0.2736842105263158,0
24,ccc,ccb,known,ccb,0.22,2.441766580431064e-22,normal,0.22,0
25,ccb,cbc,known,cbc,0.40816326530612246,9.966394205841077e-23,normal,0.40816326530612246,0
26,cbc,bcc,known,bcc,0.7916666666666666,7.890062079624186e-23,normal,0.7916666666666666,0
27,bcc,cca,known,cca,0.6216216216216216,4.904633184631251e-23,normal,0.6216216216216216,0
28,cca,caa,known,caa,0.7710843373493976,3.781885829113254e-23,normal,0.7710843373493976,0
29,caa,aac,known,aac,0.525,1.9854900602844584e-23,normal,0.525,0
30,aac,acc,known,acc,0.8421052631578947,1.671991629713228e-23,normal,0.8421052631578947,0
31,acc,ccc,known,ccc,0.2736842105263158,4.5759770918467295e-24,normal,0.2736842105263158,0
32,ccc,ccc,known,ccc,0.36,1.6473517530648226e-24,normal,0.36,0
33,ccc,ccc,known,ccc,0.36,5.930466311033362e-25,normal,0.36,0
34,ccc,ccc,known,ccc,0.36,2.13496787197201e-25,normal,0.36,0
35,ccc,cca,known,cca,0.42,8.966865062282442e-26,normal,0.42,0
36,cca,caa,known,caa,0.7710843373493976,6.914209204651521e-26,normal,0.7710843373493976,0
37,caa,aaa,known,aaa,0.375,2.59282845174432e-26,normal,0.375,0
38,aaa,aac,known,aac,0.3300970873786408,8.558851199932708e-27,normal,0.3300970873786408,0
39,aac,aca,known,aca,0.08421052631578947,7.207453642048596e-28,anomaly,0.08421052631578947,0
40,aca,caa,known,caa,0.7,5.0452175494340165e-28,normal,0.7,0
41,caa,aab,known,aab,0.1,5.045217549434017e-29,anomaly,0.1,0
42,aab,abb,known,abb,0.14285714285714285,7.207453642048595e-30,anomaly,0.14285714285714285,0
43,abb,bbc,known,bbc,0.4,2.882981456819438e-30,normal,0.4,0
44,bbc,bcc,known,bcc,0.5,1.441490728409719e-30,normal,0.5,0
45,bcc,ccc,known,ccc,0.16216216216216217,2.3375525325563014e-31,anomaly,0.16216216216216217,0
46,ccc,ccc,known,ccc,0.36,8.415189117202685e-32,normal,0.36,0
47,ccc,ccc,known,ccc,0.36,3.0294680821929667e-32,normal,0.36,0
48,ccc,cca,known,cca,0.42,1.272376594521046e-32,normal,0.42,0
49,cca,cac,known,cac,0.10843373493975904,1.3796854639384838e-33,anomaly,0.10843373493975904,0
50,cac,acc,known,acc,0.7,9.657798247569386e-34,normal,0.7,0
51,acc,ccb,known,ccb,0.3157894736842105,3.049831025548227e-34,normal,0.3157894736842105,0
52,ccb,cba,known,cba,0.46938775510204084,1.4315533385226373e-34,normal,0.46938775510204084,0
53,cba,bac,known,bac,0.25,3.578883346306593e-35,normal,0.25,0
54,bac,acc,known,acc,0.8181818181818182,2.9281772833417584e-35,normal,0.8181818181818182,0
55,acc,cca,known,cca,0.4105263157894737,1.2020938321087219e-35,normal,0.4105263157894737,0
56,cca,caa,known,caa,0.7710843373493976,9.269157259633519e-36,normal,0.7710843373493976,0
57,caa,aaa,known,aaa,0.375,3.4759339723625696e-36,normal,0.375,0
58,aaa,aaa,known,aaa,0.5825242718446602,2.024815906230623e-36,normal,0.5825242718446602,0
59,aaa,aaa,known,aaa,0.5825242718446602,1.1795044113964794e-36,normal,0.5825242718446602,0
60,aaa,aaa,known,aaa,0.5825242718446602,6.870899483862986e-37,normal,0.5825242718446602,0
61,aaa,aac,known,aac,0.3300970873786408,2.268063907294578e-37,normal,0.3300970873786408,0
62,aac,acc,known,acc,0.8421052631578947,1.9099485535112235e-37,normal,0.8421052631578947,0
63,acc,ccc,known,ccc,0.2736842105263158,5.22722762013598e-38,normal,0.2736842105263158,0
64,ccc,ccb,known,ccb,0.22,1.1499900764299156e-38,normal,0.22,0
65,ccb,cbc,known,cbc,0.40816326530612246,4.693837046652717e-39,normal,0.40816326530612246,0
66,cbc,bcb,known,bcb,0.041666666666666664,1.9557654361052986e-40,anomaly,0.041666666666666664,0
67,bcb,cba,known,cba,0.6666666666666666,1.303843624070199e-40,normal,0.6666666666666666,0
68,cba,baa,known,baa,0.71875,9.371376048004556e-41,normal,0.71875,0
69,baa,aac,known,aac,0.5277777777777778,4.946004025335738e-41,normal,0.5277777777777778,0
