time_step,state,pattern,status,mapped_to,probability,path_probability,decision,confidence,distance
1,fafbf,abbfe,unseen,afbfe,0.3333333333333333,0.3333333333333333,normal,0.3333333333333333,1
2,afbfe,bbfea,unseen,bbfaa,0.0,3.3333333333333335e-05,anomaly,0.0,1
3,bbfaa,bfead,unseen,bfeab,0.0,3.333333333333334e-09,anomaly,0.0,1
4,bfeab,feade,unseen,aeade,0.0,3.333333333333334e-13,anomaly,0.0,1
5,aeade,eadef,unseen,eafef,0.0,3.333333333333334e-17,anomaly,0.0,1
6,eafef,adefb,unseen,afefb,0.0,3.3333333333333344e-21,anomaly,0.0,1
7,afefb,defba,unseen,fefba,1.0,3.3333333333333344e-21,normal,1.0,1
8,fefba,efbab,unseen,efbaf,1.0,3.3333333333333344e-21,normal,1.0,1
9,efbaf,fbaba,unseen,fbaaa,0.0,3.3333333333333345e-25,anomaly,0.0,1
10,fbaaa,babaf,unseen,eabaf,0.0,3.3333333333333345e-29,anomaly,0.0,1
11,eabaf,abaff,known,abaff,0.0,3.333333333333335e-33,anomaly,0.0,0
12,abaff,bafff,unseen,fafff,0.0,3.333333333333335e-37,anomaly,0.0,1
13,fafff,afffd,unseen,afbfd,0.0,3.333333333333335e-41,anomaly,0.0,1
14,afbfd,fffda,unseen,fffea,0.0,3.3333333333333355e-45,anomaly,0.0,1
15,fffea,ffdaf,unseen,ffeaf,1.0,3.3333333333333355e-45,normal,1.0,1
16,ffeaf,fdafe,unseen,adafe,0.0,3.3333333333333357e-49,anomaly,0.0,1
17,adafe,dafef,unseen,dafea,1.0,3.3333333333333357e-49,normal,1.0,1
18,dafea,afefa,known,afefa,0.0,3.333333333333336e-53,anomaly,0.0,0
19,afefa,fefaa,known,fefaa,1.0,3.333333333333336e-53,normal,1.0,0
20,fefaa,efaad,known,efaad,0.25,8.33333333333334e-54,normal,0.25,0
21,efaad,faadb,unseen,faafb,0.0,8.33333333333334e-58,anomaly,0.0,1
22,faafb,aadbd,unseen,fadbf,0.0,8.33333333333334e-62,anomaly,0.0,2
23,fadbf,adbde,unseen,afbfe,0.0,8.333333333333341e-66,anomaly,0.0,2
24,afbfe,dbdef,unseen,cbfef,0.0,8.333333333333342e-70,anomaly,0.0,2
25,cbfef,bdeff,unseen,bfeff,0.5,4.166666666666671e-70,normal,0.5,1
26,bfeff,deffa,unseen,dbffa,0.0,4.166666666666671e-74,anomaly,0.0,1
27,dbffa,effaf,known,effaf,0.0,4.166666666666671e-78,anomaly,0.0,0
28,effaf,ffafa,known,ffafa,1.0,4.166666666666671e-78,normal,1.0,0
29,ffafa,fafaf,known,fafaf,1.0,4.166666666666671e-78,normal,1.0,0
30,fafaf,afafb,known,afafb,0.0,4.1666666666666716e-82,anomaly,0.0,0
31,afafb,fafba,unseen,fdfba,0.0,4.1666666666666716e-86,anomaly,0.0,1
32,fdfba,afbaa,known,afbaa,0.0,4.166666666666672e-90,anomaly,0.0,0
33,afbaa,fbaaa,known,fbaaa,0.0,4.166666666666672e-94,anomaly,0.0,0
34,fbaaa,baaaf,known,baaaf,1.0,4.166666666666672e-94,normal,1.0,0
35,baaaf,aaafe,known,aaafe,0.25,1.041666666666668e-94,normal,0.25,0
36,aaafe,aafef,known,aafef,0.5,5.20833333333334e-95,normal,0.5,0
37,aafef,afefa,known,afefa,0.0,5.20833333333334e-99,anomaly,0.0,0
38,afefa,fefaa,known,fefaa,1.0,5.20833333333334e-99,normal,1.0,0
39,fefaa,efaaf,known,efaaf,0.5,2.60416666666667e-99,normal,0.5,0
40,efaaf,faaff,known,faaff,0.5,1.302083333333335e-99,normal,0.5,0
41,faaff,aaffb,unseen,aaffa,0.0,1.302083333333335e-103,anomaly,0.0,1
42,aaffa,affba,unseen,aafba,0.0,1.302083333333335e-107,anomaly,0.0,1
43,aafba,ffbaa,unseen,ffeaa,0.0,1.3020833333333352e-111,anomaly,0.0,1
44,ffeaa,fbaad,unseen,fbaaa,0.0,1.3020833333333351e-115,anomaly,0.0,1
45,fbaaa,baadd,unseen,bafdd,0.0,1.3020833333333352e-119,anomaly,0.0,1
46,bafdd,aaddf,unseen,aadaf,0.0,1.3020833333333353e-123,anomaly,0.0,1
47,aadaf,addfe,unseen,adafe,0.0,1.3020833333333354e-127,anomaly,0.0,1
48,adafe,ddfef,unseen,dafea,1.0,1.3020833333333354e-127,normal,1.0,2
49,dafea,dfeff,unseen,bfeff,0.0,1.3020833333333354e-131,anomaly,0.0,1
50,bfeff,feffa,known,feffa,1.0,1.3020833333333354e-131,normal,1.0,0
51,feffa,effac,unseen,affac,0.0,1.3020833333333354e-135,anomaly,0.0,1
