seed,time_step,actual_label,prediction_probability,decision
42,24,0,0.5505216717720032,anomaly
42,33,0,0.5162715911865234,anomaly
42,99,0,0.5523357391357422,anomaly
42,100,0,0.5818729400634766,anomaly
42,101,0,0.547721266746521,anomaly
42,128,0,0.5341157913208008,anomaly
42,131,0,0.5202309489250183,anomaly
42,132,0,0.553744912147522,anomaly
42,133,0,0.571919858455658,anomaly
42,196,0,0.5654841661453247,anomaly
42,197,0,0.6251707077026367,anomaly
42,203,0,0.6163893938064575,anomaly
42,204,0,0.6989381909370422,anomaly
42,205,0,0.6964066624641418,anomaly
42,206,0,0.6033930778503418,anomaly
42,211,0,0.524955153465271,anomaly
42,227,0,0.5320179462432861,anomaly
42,234,0,0.6426551342010498,anomaly
42,235,0,0.5928347706794739,anomaly
42,241,0,0.5838222503662109,anomaly
42,242,0,0.6515714526176453,anomaly
42,243,0,0.594869077205658,anomaly
42,249,0,0.520897626876831,anomaly
42,250,0,0.5648547410964966,anomaly
42,251,0,0.5839942097663879,anomaly
42,257,0,0.7066165208816528,anomaly
42,258,0,0.7503580451011658,anomaly
42,259,0,0.7906028032302856,anomaly
42,260,0,0.7301234006881714,anomaly
42,261,0,0.5672024488449097,anomaly
42,265,0,0.5754658579826355,anomaly
42,266,0,0.7089356184005737,anomaly
42,267,0,0.7136386632919312,anomaly
42,268,0,0.6551008224487305,anomaly
42,269,0,0.5066559314727783,anomaly
42,272,0,0.5318731069564819,anomaly
42,273,0,0.6973596811294556,anomaly
42,274,0,0.6802567839622498,anomaly
42,275,0,0.6296027898788452,anomaly
42,278,0,0.5011959075927734,anomaly
42,279,0,0.6577340364456177,anomaly
42,280,0,0.7328927516937256,anomaly
42,281,0,0.7117308378219604,anomaly
42,282,0,0.657894492149353,anomaly
42,283,0,0.5357359647750854,anomaly
42,285,0,0.5997986197471619,anomaly
42,286,0,0.759011447429657,anomaly
42,287,0,0.8289352655410767,anomaly
42,288,0,0.8271004557609558,anomaly
42,289,0,0.8047583103179932,anomaly
42,290,0,0.7067738771438599,anomaly
42,291,0,0.5746567249298096,anomaly
42,292,0,0.5402246713638306,anomaly
42,293,0,0.624197244644165,anomaly
42,294,0,0.7879416346549988,anomaly
42,295,0,0.8329525589942932,anomaly
42,296,0,0.8031982779502869,anomaly
42,297,0,0.7270805835723877,anomaly
42,298,0,0.6207864284515381,anomaly
42,299,0,0.5396852493286133,anomaly
42,300,0,0.6419464349746704,anomaly
42,301,0,0.753553032875061,anomaly
42,302,0,0.8249788284301758,anomaly
42,303,0,0.8290574550628662,anomaly
42,304,0,0.7997159957885742,anomaly
42,305,0,0.7265564799308777,anomaly
42,306,0,0.6402393579483032,anomaly
42,307,0,0.576957106590271,anomaly
42,308,0,0.6764472723007202,anomaly
42,309,0,0.7522300481796265,anomaly
42,310,0,0.7655874490737915,anomaly
42,311,0,0.7645926475524902,anomaly
42,312,0,0.6875663995742798,anomaly
42,313,0,0.6062846779823303,anomaly
42,314,0,0.5550304055213928,anomaly
42,315,0,0.6070199012756348,anomaly
42,316,0,0.734015703201294,anomaly
42,317,0,0.7644113302230835,anomaly
42,318,0,0.7281428575515747,anomaly
42,319,0,0.6428465843200684,anomaly
42,323,0,0.563301146030426,anomaly
42,324,0,0.6667532324790955,anomaly
42,325,0,0.6295415163040161,anomaly
42,330,0,0.5234957933425903,anomaly
42,331,0,0.6834796667098999,anomaly
42,332,0,0.7047903537750244,anomaly
42,333,0,0.6798055171966553,anomaly
42,334,0,0.5134305953979492,anomaly
42,337,0,0.5945630073547363,anomaly
42,338,0,0.6576101779937744,anomaly
42,339,0,0.5655508041381836,anomaly
42,340,0,0.5123770236968994,anomaly
42,341,0,0.5375683307647705,anomaly
42,342,0,0.6541664600372314,anomaly
42,343,0,0.7710316181182861,anomaly
42,344,0,0.786255955696106,anomaly
42,345,0,0.7153834700584412,anomaly
42,346,0,0.5839998722076416,anomaly
42,350,0,0.6308948993682861,anomaly
42,351,0,0.6583301424980164,anomaly
42,352,0,0.6392418742179871,anomaly
42,366,0,0.5815877318382263,anomaly
42,372,0,0.5649641752243042,anomaly
42,373,0,0.5710132122039795,anomaly
42,374,0,0.5521817803382874,anomaly
42,378,0,0.5383836030960083,anomaly
42,379,0,0.6193814277648926,anomaly
42,380,0,0.597065806388855,anomaly
42,385,0,0.5941249132156372,anomaly
42,386,0,0.7561317086219788,anomaly
42,387,0,0.8059265613555908,anomaly
42,388,0,0.8151119947433472,anomaly
42,389,0,0.7618396878242493,anomaly
42,390,0,0.7148385047912598,anomaly
42,391,0,0.7112257480621338,anomaly
42,392,0,0.7798296809196472,anomaly
42,393,0,0.8284264206886292,anomaly
42,394,0,0.8161618113517761,anomaly
42,395,0,0.7750747203826904,anomaly
42,396,0,0.7537593841552734,anomaly
42,397,0,0.748651921749115,anomaly
42,398,0,0.7767254710197449,anomaly
42,399,0,0.8005970120429993,anomaly
42,400,0,0.7843456268310547,anomaly
42,401,0,0.6877372860908508,anomaly
42,402,0,0.615575909614563,anomaly
42,403,0,0.5116333961486816,anomaly
42,404,0,0.5137389302253723,anomaly
42,405,0,0.6704983711242676,anomaly
42,406,0,0.7348375916481018,anomaly
42,407,0,0.7207213640213013,anomaly
42,408,0,0.6666690111160278,anomaly
42,413,0,0.568382740020752,anomaly
42,414,0,0.6189699172973633,anomaly
42,415,0,0.591679036617279,anomaly
42,421,0,0.6143620014190674,anomaly
42,422,0,0.6309094429016113,anomaly
42,423,0,0.6221506595611572,anomaly
42,424,0,0.5096283555030823,anomaly
42,427,0,0.5085511207580566,anomaly
42,428,0,0.6555171012878418,anomaly
42,429,0,0.6200320720672607,anomaly
42,430,0,0.6265929937362671,anomaly
42,431,0,0.579335629940033,anomaly
42,432,0,0.5693578720092773,anomaly
42,433,0,0.7206803560256958,anomaly
42,434,0,0.7723894715309143,anomaly
42,435,0,0.7764235734939575,anomaly
42,436,0,0.7234465479850769,anomaly
42,437,0,0.5962069034576416,anomaly
42,438,0,0.5347265005111694,anomaly
42,439,0,0.5412750840187073,anomaly
42,440,0,0.6598190069198608,anomaly
42,441,0,0.7517068386077881,anomaly
42,442,0,0.7726266980171204,anomaly
42,443,0,0.7974584102630615,anomaly
42,444,0,0.7519563436508179,anomaly
42,445,0,0.6829068660736084,anomaly
42,446,0,0.6076509952545166,anomaly
42,447,0,0.6726450324058533,anomaly
42,448,0,0.6811563968658447,anomaly
42,449,0,0.7684091329574585,anomaly
42,450,0,0.7947528958320618,anomaly
42,451,0,0.7760382890701294,anomaly
42,452,0,0.7628974914550781,anomaly
42,453,0,0.6541764140129089,anomaly
42,454,0,0.5500766634941101,anomaly
42,455,0,0.5534632205963135,anomaly
42,456,0,0.607013463973999,anomaly
42,457,0,0.6439387798309326,anomaly
42,458,0,0.6336806416511536,anomaly
42,459,0,0.5037214159965515,anomaly
42,471,0,0.5319085121154785,anomaly
42,472,0,0.5569828748703003,anomaly
42,502,0,0.5742125511169434,anomaly
42,503,0,0.5915654897689819,anomaly
42,504,0,0.5397665500640869,anomaly
42,637,1,0.5587459802627563,anomaly
42,649,1,0.5275311470031738,anomaly
42,650,1,0.5182652473449707,anomaly
42,652,1,0.5579262971878052,anomaly
42,653,1,0.5619368553161621,anomaly
42,654,1,0.5670841932296753,anomaly
42,655,1,0.6252595782279968,anomaly
42,656,1,0.6218956708908081,anomaly
42,657,1,0.5949723720550537,anomaly
42,658,1,0.6143369674682617,anomaly
42,659,1,0.614882230758667,anomaly
42,660,1,0.6286153197288513,anomaly
42,661,1,0.6380933523178101,anomaly
42,662,1,0.6796360015869141,anomaly
42,663,1,0.7061324119567871,anomaly
42,664,1,0.6562174558639526,anomaly
42,665,1,0.7173112630844116,anomaly
42,666,1,0.7013731598854065,anomaly
42,667,1,0.6480605602264404,anomaly
42,668,1,0.705440878868103,anomaly
42,669,1,0.645097553730011,anomaly
42,670,1,0.6951342821121216,anomaly
42,671,1,0.7138709425926208,anomaly
42,672,1,0.7179861068725586,anomaly
42,673,1,0.7326407432556152,anomaly
42,674,1,0.7131627798080444,anomaly
42,675,1,0.6559473872184753,anomaly
42,676,1,0.6835945248603821,anomaly
42,677,1,0.6894162893295288,anomaly
42,678,1,0.6249991655349731,anomaly
42,679,1,0.6645861864089966,anomaly
42,680,1,0.5923535823822021,anomaly
42,681,1,0.5077931880950928,anomaly
42,685,1,0.5809639692306519,anomaly
42,686,1,0.56156325340271,anomaly
42,688,1,0.5646482706069946,anomaly
42,689,1,0.6252729296684265,anomaly
42,690,1,0.7666140794754028,anomaly
42,691,1,0.7643479704856873,anomaly
42,692,1,0.7745733261108398,anomaly
42,693,1,0.771634578704834,anomaly
42,694,1,0.7355078458786011,anomaly
42,695,1,0.6795597076416016,anomaly
42,696,1,0.6439545154571533,anomaly
42,697,1,0.6122870445251465,anomaly
42,699,1,0.5456371903419495,anomaly
42,704,1,0.655627965927124,anomaly
42,705,1,0.6732136011123657,anomaly
42,706,1,0.7582656145095825,anomaly
42,707,1,0.7439568042755127,anomaly
42,708,1,0.654906153678894,anomaly
42,709,1,0.6854128241539001,anomaly
42,710,1,0.6369529962539673,anomaly
42,711,1,0.6266403198242188,anomaly
42,712,1,0.5717840194702148,anomaly
42,716,1,0.5722423791885376,anomaly
42,717,1,0.6596906185150146,anomaly
42,718,1,0.7126753330230713,anomaly
42,719,1,0.7618922591209412,anomaly
42,720,1,0.8012872934341431,anomaly
42,721,1,0.7764962911605835,anomaly
42,722,1,0.7665552496910095,anomaly
42,723,1,0.618130087852478,anomaly
42,724,1,0.5620971918106079,anomaly
42,725,1,0.5173025131225586,anomaly
42,727,1,0.549675464630127,anomaly
42,728,1,0.5182914137840271,anomaly
42,729,1,0.5991737842559814,anomaly
42,730,1,0.6932079195976257,anomaly
42,731,1,0.7706648111343384,anomaly
42,732,1,0.7607508301734924,anomaly
42,733,1,0.7442431449890137,anomaly
42,734,1,0.7301590442657471,anomaly
42,735,1,0.7060693502426147,anomaly
42,736,1,0.6536194086074829,anomaly
42,737,1,0.5035673379898071,anomaly
42,741,1,0.6127780675888062,anomaly
42,742,1,0.631859540939331,anomaly
42,743,1,0.7266714572906494,anomaly
42,744,1,0.7347087860107422,anomaly
42,745,1,0.7367269992828369,anomaly
42,746,1,0.6801201701164246,anomaly
42,747,1,0.6711385250091553,anomaly
42,748,1,0.5771359801292419,anomaly
42,749,1,0.5354483723640442,anomaly
42,750,1,0.5652564167976379,anomaly
42,752,1,0.5266281366348267,anomaly
42,753,1,0.5284453630447388,anomaly
42,754,1,0.570313572883606,anomaly
42,755,1,0.6505483388900757,anomaly
42,756,1,0.690567135810852,anomaly
42,757,1,0.7435847520828247,anomaly
42,758,1,0.7955368757247925,anomaly
42,759,1,0.797440767288208,anomaly
42,760,1,0.7568934559822083,anomaly
42,761,1,0.7338157892227173,anomaly
42,762,1,0.6897348165512085,anomaly
42,763,1,0.6293268203735352,anomaly
42,764,1,0.6058367490768433,anomaly
42,765,1,0.6216669082641602,anomaly
42,766,1,0.640816867351532,anomaly
42,767,1,0.6290913820266724,anomaly
42,768,1,0.6761341094970703,anomaly
42,769,1,0.6485599279403687,anomaly
42,770,1,0.6724181175231934,anomaly
42,771,1,0.6964945793151855,anomaly
42,772,1,0.6823355555534363,anomaly
42,773,1,0.6477853059768677,anomaly
42,774,1,0.6314243078231812,anomaly
42,775,1,0.6639187932014465,anomaly
42,776,1,0.6240887641906738,anomaly
42,777,1,0.5856020450592041,anomaly
42,778,1,0.5820459127426147,anomaly
42,779,1,0.5791719555854797,anomaly
42,780,1,0.5524020195007324,anomaly
42,785,1,0.5673986673355103,anomaly
42,786,1,0.5905418992042542,anomaly
42,787,1,0.5964452028274536,anomaly
42,788,1,0.660486102104187,anomaly
42,789,1,0.6333767175674438,anomaly
42,790,1,0.6195474863052368,anomaly
42,791,1,0.6992602944374084,anomaly
42,792,1,0.6972694396972656,anomaly
42,793,1,0.6475741863250732,anomaly
42,794,1,0.6293191313743591,anomaly
42,795,1,0.5739079117774963,anomaly
42,797,1,0.5186675786972046,anomaly
42,799,1,0.5113021731376648,anomaly
42,800,1,0.5065786838531494,anomaly
42,801,1,0.548194408416748,anomaly
42,802,1,0.550621509552002,anomaly
42,803,1,0.6438152194023132,anomaly
42,804,1,0.7219775915145874,anomaly
42,805,1,0.7047607898712158,anomaly
42,806,1,0.6311853528022766,anomaly
42,807,1,0.6634999513626099,anomaly
42,808,1,0.6585752367973328,anomaly
42,809,1,0.6531110405921936,anomaly
42,810,1,0.6390435695648193,anomaly
42,811,1,0.6055921912193298,anomaly
42,818,1,0.5500460267066956,anomaly
42,819,1,0.5870840549468994,anomaly
42,820,1,0.6089897751808167,anomaly
42,821,1,0.6409482955932617,anomaly
42,822,1,0.5685626864433289,anomaly
42,823,1,0.5979272723197937,anomaly
42,824,1,0.633258044719696,anomaly
42,825,1,0.6991877555847168,anomaly
42,826,1,0.6415395736694336,anomaly
42,827,1,0.6172962188720703,anomaly
42,828,1,0.5828381776809692,anomaly
42,829,1,0.5611563920974731,anomaly
42,830,1,0.6041380167007446,anomaly
42,842,1,0.5077177286148071,anomaly
42,843,1,0.5225437879562378,anomaly
42,844,1,0.6455258727073669,anomaly
42,845,1,0.637296199798584,anomaly
42,846,1,0.5883691310882568,anomaly
42,847,1,0.6023596525192261,anomaly
42,848,1,0.6177387833595276,anomaly
