time_step,state,pattern,status,mapped_to,probability,path_probability,decision,confidence,distance
1,dda,daa,known,daa,0.7794117647058824,0.7794117647058824,normal,0.7794117647058824,0
2,daa,aad,known,aad,0.5217391304347826,0.40664961636828645,normal,0.5217391304347826,0
3,aad,adb,known,adb,0.060240963855421686,0.024496964841463038,anomaly,0.060240963855421686,0
4,adb,dba,known,dba,0.6666666666666666,0.016331309894308692,normal,0.6666666666666666,0
5,dba,bad,known,bad,0.2857142857142857,0.004666088541231054,normal,0.2857142857142857,0
6,bad,add,known,add,0.8571428571428571,0.003999504463912332,normal,0.8571428571428571,0
7,add,ddb,known,ddb,0.19736842105263158,0.0007893758810353287,anomaly,0.19736842105263158,0
8,ddb,dba,known,dba,0.4642857142857143,0.00036649594476640264,normal,0.4642857142857143,0
9,dba,bac,unseen,bad,0.2857142857142857,0.00010471312707611504,normal,0.2857142857142857,1
10,bad,acb,known,acb,0.0,1.0471312707611505e-08,anomaly,0.0,0
11,acb,cbc,unseen,cbd,0.0,1.0471312707611504e-12,anomaly,0.0,1
12,cbd,bcd,known,bcd,0.0,1.0471312707611505e-16,anomaly,0.0,0
13,bcd,cdd,known,cdd,0.3333333333333333,3.490437569203835e-17,normal,0.3333333333333333,0
14,cdd,ddd,known,ddd,0.18181818181818182,6.3462501258251544e-18,anomaly,0.18181818181818182,0
15,ddd,ddb,known,ddb,0.20689655172413793,1.3130172674121009e-18,normal,0.20689655172413793,0
16,ddb,dba,known,dba,0.4642857142857143,6.0961515986990395e-19,normal,0.4642857142857143,0
17,dba,baa,known,baa,0.7142857142857143,4.354393999070742e-19,normal,0.7142857142857143,0
18,baa,aab,known,aab,0.13043478260869565,5.679644346614011e-20,anomaly,0.13043478260869565,0
19,aab,aba,known,aba,0.35714285714285715,2.028444409505004e-20,normal,0.35714285714285715,0
20,aba,baa,known,baa,1.0,2.028444409505004e-20,normal,1.0,0
21,baa,aad,known,aad,0.391304347826087,7.937391167628277e-21,normal,0.391304347826087,0
22,aad,add,known,add,0.8072289156626506,6.4072916654348745e-21,normal,0.8072289156626506,0
23,add,ddd,known,ddd,0.18421052631578946,1.1802905699485294e-21,anomaly,0.18421052631578946,0
24,ddd,ddb,known,ddb,0.20689655172413793,2.441980489548681e-22,normal,0.20689655172413793,0
25,ddb,dbd,known,dbd,0.2857142857142857,6.977087112996231e-23,normal,0.2857142857142857,0
26,dbd,bdd,known,bdd,0.8,5.581669690396985e-23,normal,0.8,0
27,bdd,dda,known,dda,0.6538461538461539,3.649553259105721e-23,normal,0.6538461538461539,0
28,dda,daa,known,daa,0.7794117647058824,2.844504746067694e-23,normal,0.7794117647058824,0
29,daa,aad,known,aad,0.5217391304347826,1.4840894327309707e-23,normal,0.5217391304347826,0
30,aad,add,known,add,0.8072289156626506,1.1979999035298199e-23,normal,0.8072289156626506,0
31,add,ddd,known,ddd,0.18421052631578946,2.2068419275549314e-24,anomaly,0.18421052631578946,0
32,ddd,ddc,known,ddc,0.13793103448275862,3.0439199000757673e-25,anomaly,0.13793103448275862,0
33,ddc,dcd,known,dcd,0.32142857142857145,9.784028250243538e-26,normal,0.32142857142857145,0
34,dcd,cdd,known,cdd,0.5384615384615384,5.268322903977289e-26,normal,0.5384615384615384,0
35,cdd,dda,known,dda,0.45454545454545453,2.3946922290805858e-26,normal,0.45454545454545453,0
36,dda,daa,known,daa,0.7794117647058824,1.8664512961951624e-26,normal,0.7794117647058824,0
37,daa,aab,known,aab,0.043478260869565216,8.115005635631141e-28,anomaly,0.043478260869565216,0
