time_step,state,pattern,status,mapped_to,probability,path_probability,decision,confidence,distance
1,fdaf,dafb,unseen,bafb,0.0,0.0001,anomaly,0.0,1
2,bafb,afbf,known,afbf,0.25,2.5e-05,normal,0.25,0
3,afbf,fbff,known,fbff,1.0,2.5e-05,normal,1.0,0
4,fbff,bffa,known,bffa,0.5,1.25e-05,normal,0.5,0
5,bffa,ffab,known,ffab,0.125,1.5625e-06,anomaly,0.125,0
6,ffab,fabc,unseen,aabc,0.0,1.5625e-10,anomaly,0.0,1
7,aabc,abce,known,abce,0.0,1.5625e-14,anomaly,0.0,0
8,abce,bcef,known,bcef,1.0,1.5625e-14,normal,1.0,0
9,bcef,ceff,unseen,cefe,1.0,1.5625e-14,normal,1.0,1
10,cefe,effa,known,effa,0.0,1.5625e-18,anomaly,0.0,0
11,effa,ffaa,known,ffaa,1.0,1.5625e-18,normal,1.0,0
12,ffaa,faab,known,faab,0.125,1.953125e-19,anomaly,0.125,0
13,faab,aaba,known,aaba,1.0,1.953125e-19,normal,1.0,0
14,aaba,abad,known,abad,0.0,1.9531250000000002e-23,anomaly,0.0,0
15,abad,badf,known,badf,1.0,1.9531250000000002e-23,normal,1.0,0
16,badf,adfe,known,adfe,1.0,1.9531250000000002e-23,normal,1.0,0
17,adfe,dfee,unseen,bfee,0.0,1.9531250000000002e-27,anomaly,0.0,1
18,bfee,feef,unseen,fbef,0.0,1.9531250000000004e-31,anomaly,0.0,1
19,fbef,eefa,unseen,fefa,0.0,1.9531250000000004e-35,anomaly,0.0,1
20,fefa,efaf,unseen,ebaf,0.0,1.9531250000000005e-39,anomaly,0.0,1
21,ebaf,faff,known,faff,0.0,1.9531250000000007e-43,anomaly,0.0,0
22,faff,affe,known,affe,0.0,1.9531250000000006e-47,anomaly,0.0,0
23,affe,ffef,known,ffef,1.0,1.9531250000000006e-47,normal,1.0,0
24,ffef,fefd,unseen,fefa,0.3333333333333333,6.510416666666668e-48,normal,0.3333333333333333,1
25,fefa,efda,unseen,dfda,0.0,6.510416666666669e-52,anomaly,0.0,1
26,dfda,fdaa,known,fdaa,0.3333333333333333,2.1701388888888895e-52,normal,0.3333333333333333,0
27,fdaa,daaf,unseen,daaa,1.0,2.1701388888888895e-52,normal,1.0,1
28,daaa,aafa,known,aafa,0.0,2.1701388888888898e-56,anomaly,0.0,0
29,aafa,afad,known,afad,0.14285714285714285,3.100198412698414e-57,anomaly,0.14285714285714285,0
30,afad,fade,unseen,fada,0.0,3.1001984126984142e-61,anomaly,0.0,1
31,fada,aded,unseen,afed,0.0,3.1001984126984145e-65,anomaly,0.0,1
32,afed,dedf,unseen,fedf,1.0,3.1001984126984145e-65,normal,1.0,1
33,fedf,edff,unseen,fdff,0.0,3.1001984126984147e-69,anomaly,0.0,1
34,fdff,dffa,known,dffa,0.75,2.325148809523811e-69,normal,0.75,0
35,dffa,ffad,known,ffad,0.25,5.812872023809528e-70,normal,0.25,0
36,ffad,fadf,known,fadf,0.25,1.453218005952382e-70,normal,0.25,0
37,fadf,adfa,unseen,acfa,0.0,1.453218005952382e-74,anomaly,0.0,1
38,acfa,dfaf,unseen,dfab,0.0,1.4532180059523822e-78,anomaly,0.0,1
39,dfab,faff,known,faff,0.0,1.4532180059523822e-82,anomaly,0.0,0
40,faff,affa,known,affa,0.0,1.4532180059523823e-86,anomaly,0.0,0
41,affa,ffaa,known,ffaa,0.0,1.4532180059523824e-90,anomaly,0.0,0
42,ffaa,faaa,known,faaa,0.25,3.633045014880956e-91,normal,0.25,0
43,faaa,aaaa,known,aaaa,0.8333333333333334,3.0275375124007967e-91,normal,0.8333333333333334,0
44,aaaa,aaaf,known,aaaf,0.23076923076923078,6.986625028617224e-92,normal,0.23076923076923078,0
45,aaaf,aaff,known,aaff,0.5,3.493312514308612e-92,normal,0.5,0
46,aaff,affd,known,affd,0.3,1.0479937542925835e-92,normal,0.3,0
47,affd,ffdf,known,ffdf,1.0,1.0479937542925835e-92,normal,1.0,0
48,ffdf,fdfb,unseen,fdfa,0.6666666666666666,6.986625028617223e-93,normal,0.6666666666666666,1
49,fdfa,dfba,known,dfba,0.0,6.986625028617224e-97,anomaly,0.0,0
50,dfba,fbad,known,fbad,0.0,6.986625028617224e-101,anomaly,0.0,0
51,fbad,badf,known,badf,0.0,6.986625028617224e-105,anomaly,0.0,0
