time_step,state,pattern,status,mapped_to,probability,path_probability,decision,confidence,distance
1,eabbe,abbed,unseen,abeed,0.0,0.0001,anomaly,0.0,1
2,abeed,bbeda,unseen,bbeaa,0.0,1e-08,anomaly,0.0,1
3,bbeaa,bedac,unseen,bedaa,0.0,1e-12,anomaly,0.0,1
4,bedaa,edace,unseen,adace,0.0,1e-16,anomaly,0.0,1
5,adace,dacee,unseen,daceb,1.0,1e-16,normal,1.0,1
6,daceb,aceeb,unseen,aceea,0.0,1.0000000000000001e-20,anomaly,0.0,1
7,aceea,ceeba,unseen,ceeaa,0.0,1.0000000000000001e-24,anomaly,0.0,1
8,ceeaa,eebaa,unseen,debaa,0.0,1.0000000000000002e-28,anomaly,0.0,1
9,debaa,ebaaa,known,ebaaa,1.0,1.0000000000000002e-28,normal,1.0,0
10,ebaaa,baaae,known,baaae,1.0,1.0000000000000002e-28,normal,1.0,0
11,baaae,aaaee,known,aaaee,0.0,1.0000000000000002e-32,anomaly,0.0,0
12,aaaee,aaeee,known,aaeee,0.2,2.0000000000000005e-33,normal,0.2,0
13,aaeee,aeeec,unseen,aeeed,0.5,1.0000000000000002e-33,normal,0.5,1
14,aeeed,eeeca,unseen,eeeaa,0.0,1.0000000000000003e-37,anomaly,0.0,1
15,eeeaa,eecae,unseen,eeaae,0.6666666666666666,6.666666666666668e-38,normal,0.6666666666666666,1
16,eeaae,ecaed,unseen,eaaed,0.0,6.666666666666668e-42,anomaly,0.0,1
17,eaaed,caede,unseen,baede,0.0,6.666666666666668e-46,anomaly,0.0,1
18,baede,aedea,known,aedea,1.0,6.666666666666668e-46,normal,1.0,0
19,aedea,edeaa,known,edeaa,1.0,6.666666666666668e-46,normal,1.0,0
20,edeaa,deaad,unseen,aeaad,0.0,6.666666666666668e-50,anomaly,0.0,1
21,aeaad,eaadb,unseen,eaaab,0.0,6.666666666666668e-54,anomaly,0.0,1
22,eaaab,aadbd,unseen,aaaed,0.0,6.666666666666669e-58,anomaly,0.0,2
23,aaaed,adbdd,unseen,adadd,0.0,6.6666666666666695e-62,anomaly,0.0,1
24,adadd,dbdde,unseen,abdde,0.0,6.666666666666669e-66,anomaly,0.0,1
25,abdde,bddee,unseen,bedee,0.0,6.66666666666667e-70,anomaly,0.0,1
26,bedee,ddeea,unseen,dceea,0.0,6.66666666666667e-74,anomaly,0.0,1
27,dceea,deeae,known,deeae,0.0,6.66666666666667e-78,anomaly,0.0,0
28,deeae,eeaea,known,eeaea,0.5,3.333333333333335e-78,normal,0.5,0
29,eeaea,eaeae,known,eaeae,1.0,3.333333333333335e-78,normal,1.0,0
30,eaeae,aeaeb,known,aeaeb,0.0,3.333333333333335e-82,anomaly,0.0,0
31,aeaeb,eaeba,unseen,eaebe,1.0,3.333333333333335e-82,normal,1.0,1
32,eaebe,aebaa,known,aebaa,0.0,3.3333333333333354e-86,anomaly,0.0,0
33,aebaa,ebaaa,known,ebaaa,0.0,3.3333333333333356e-90,anomaly,0.0,0
34,ebaaa,baaae,known,baaae,1.0,3.3333333333333356e-90,normal,1.0,0
35,baaae,aaaed,known,aaaed,0.0,3.333333333333336e-94,anomaly,0.0,0
36,aaaed,aaede,known,aaede,0.75,2.500000000000002e-94,normal,0.75,0
37,aaede,aedea,known,aedea,0.0,2.500000000000002e-98,anomaly,0.0,0
38,aedea,edeaa,known,edeaa,1.0,2.500000000000002e-98,normal,1.0,0
39,edeaa,deaae,known,deaae,0.5,1.250000000000001e-98,normal,0.5,0
40,deaae,eaaee,known,eaaee,0.5,6.250000000000005e-99,normal,0.5,0
41,eaaee,aaeea,known,aaeea,0.0,6.250000000000005e-103,anomaly,0.0,0
42,aaeea,aeeaa,known,aeeaa,0.0,6.250000000000006e-107,anomaly,0.0,0
43,aeeaa,eeaaa,known,eeaaa,1.0,6.250000000000006e-107,normal,1.0,0
44,eeaaa,eaaad,known,eaaad,0.0,6.250000000000006e-111,anomaly,0.0,0
45,eaaad,aaadc,unseen,aaade,1.0,6.250000000000006e-111,normal,1.0,1
46,aaade,aadce,known,aadce,0.0,6.250000000000006e-115,anomaly,0.0,0
47,aadce,adced,known,adced,0.0,6.250000000000007e-119,anomaly,0.0,0
48,adced,dcede,unseen,dceda,1.0,6.250000000000007e-119,normal,1.0,1
49,dceda,cedee,unseen,bedee,0.0,6.250000000000007e-123,anomaly,0.0,1
50,bedee,edeea,known,edeea,1.0,6.250000000000007e-123,normal,1.0,0
51,edeea,deeac,unseen,deaac,0.0,6.250000000000007e-127,anomaly,0.0,1
52,deaac,eeaca,unseen,eeada,0.0,6.250000000000007e-131,anomaly,0.0,1
53,eeada,eacae,unseen,eaaae,0.0,6.250000000000007e-135,anomaly,0.0,1
54,eaaae,acaed,unseen,aaaed,0.4444444444444444,2.777777777777781e-135,normal,0.4444444444444444,1
