time_step,actual_label,prediction_probability,decision
1,0,0.6030789017677307,anomaly
2,0,0.5709705948829651,anomaly
3,0,0.5471720099449158,anomaly
4,0,0.528398871421814,anomaly
5,0,0.5408749580383301,anomaly
6,0,0.5273135900497437,anomaly
7,0,0.5240899324417114,anomaly
8,0,0.548255443572998,anomaly
9,0,0.5247847437858582,anomaly
10,0,0.4349832236766815,normal
11,0,0.3809576630592346,normal
12,0,0.365786612033844,normal
13,0,0.3630460500717163,normal
14,0,0.4457075893878937,normal
15,0,0.5342482924461365,anomaly
16,0,0.5363044142723083,anomaly
17,0,0.5172246694564819,anomaly
18,0,0.5130915641784668,anomaly
19,0,0.5115994215011597,anomaly
20,0,0.482292503118515,normal
21,0,0.4636741280555725,normal
22,0,0.45201075077056885,normal
23,0,0.458048552274704,normal
24,0,0.5763794779777527,anomaly
25,0,0.5767802000045776,anomaly
26,0,0.5432261228561401,anomaly
27,0,0.5137143731117249,anomaly
28,0,0.511292576789856,anomaly
29,0,0.5097790956497192,anomaly
30,0,0.5048406720161438,anomaly
31,0,0.5723947286605835,anomaly
32,0,0.4963042140007019,normal
33,0,0.4061712920665741,normal
34,0,0.36560019850730896,normal
35,0,0.4203384816646576,normal
36,0,0.46258920431137085,normal
37,0,0.5205446481704712,anomaly
38,0,0.5154870748519897,anomaly
39,0,0.510115385055542,anomaly
40,0,0.5073552131652832,anomaly
41,0,0.5006173849105835,anomaly
42,0,0.5251749157905579,anomaly
43,0,0.5370243787765503,anomaly
44,0,0.5685175657272339,anomaly
45,0,0.5397274494171143,anomaly
46,0,0.5219335556030273,anomaly
47,0,0.512413501739502,anomaly
48,0,0.5080463886260986,anomaly
49,0,0.5526169538497925,anomaly
50,0,0.5202739238739014,anomaly
51,0,0.5018622279167175,anomaly
52,0,0.5023995637893677,anomaly
53,0,0.5332140922546387,anomaly
54,0,0.5203618407249451,anomaly
55,0,0.5289183259010315,anomaly
56,0,0.5721249580383301,anomaly
57,0,0.4718535840511322,normal
58,0,0.39589574933052063,normal
59,0,0.33962419629096985,normal
60,0,0.33417123556137085,normal
61,0,0.33574044704437256,normal
62,0,0.43112486600875854,normal
63,0,0.46389466524124146,normal
64,0,0.48611214756965637,normal
65,0,0.4861063063144684,normal
66,0,0.47335004806518555,normal
67,0,0.43878403306007385,normal
68,0,0.3967055678367615,normal
69,0,0.38398393988609314,normal
70,0,0.39747944474220276,normal
71,0,0.41469934582710266,normal
72,0,0.5192639827728271,anomaly
73,0,0.5553062558174133,anomaly
74,0,0.5364793539047241,anomaly
75,0,0.501976728439331,anomaly
76,0,0.5066196918487549,anomaly
77,0,0.5052050352096558,anomaly
78,0,0.49603036046028137,normal
79,0,0.5109736919403076,anomaly
80,0,0.514416515827179,anomaly
