time_step,state,pattern,status,mapped_to,probability,path_probability,decision,confidence,distance
1,abb,bba,known,bba,0.3370165745856354,0.3370165745856354,normal,0.3370165745856354,0
2,bba,bab,known,bab,0.40555555555555556,0.1366789441375077,normal,0.40555555555555556,0
3,bab,abb,known,abb,0.46,0.06287231430325355,normal,0.46,0
4,abb,bba,known,bba,0.3370165745856354,0.02118901200275396,normal,0.3370165745856354,0
5,bba,baa,known,baa,0.5555555555555556,0.011771673334863312,normal,0.5555555555555556,0
6,baa,aaa,known,aaa,0.759090909090909,0.008935770213282604,normal,0.759090909090909,0
7,aaa,aaa,known,aaa,0.9177679882525698,0.008200963852131612,normal,0.9177679882525698,0
8,aaa,aaa,known,aaa,0.9177679882525698,0.007526582096302875,normal,0.9177679882525698,0
9,aaa,aaa,known,aaa,0.9177679882525698,0.006907656108941699,normal,0.9177679882525698,0
10,aaa,aaa,known,aaa,0.9177679882525698,0.006339625650643998,normal,0.9177679882525698,0
11,aaa,aaa,known,aaa,0.9177679882525698,0.00581830547966593,normal,0.9177679882525698,0
12,aaa,aaa,known,aaa,0.9177679882525698,0.005339854515111904,normal,0.9177679882525698,0
13,aaa,aaa,known,aaa,0.9177679882525698,0.004900747535895654,normal,0.9177679882525698,0
14,aaa,aaa,known,aaa,0.9177679882525698,0.0044977492069526925,normal,0.9177679882525698,0
15,aaa,aaa,known,aaa,0.9177679882525698,0.0041278902413295635,normal,0.9177679882525698,0
16,aaa,aab,known,aab,0.08125305922662751,0.00033540371025976876,anomaly,0.08125305922662751,0
17,aab,aba,known,aba,0.4954128440366973,0.00016616330600025241,normal,0.4954128440366973,0
18,aba,bab,known,bab,0.39361702127659576,6.540470555329084e-05,normal,0.39361702127659576,0
19,bab,abb,known,abb,0.46,3.0086164554513786e-05,normal,0.46,0
20,abb,bbb,known,bbb,0.6132596685082873,1.8450631301386907e-05,normal,0.6132596685082873,0
21,bbb,bbb,known,bbb,0.7377938517179023,1.361276233447714e-05,normal,0.7377938517179023,0
22,bbb,bbb,known,bbb,0.7377938517179023,1.0043412355274274e-05,normal,0.7377938517179023,0
23,bbb,bba,known,bba,0.19891500904159132,1.997785459457812e-06,anomaly,0.19891500904159132,0
24,bba,baa,known,baa,0.5555555555555556,1.1098808108098956e-06,normal,0.5555555555555556,0
25,baa,aaa,known,aaa,0.759090909090909,8.42500433660239e-07,normal,0.759090909090909,0
26,aaa,aab,known,aab,0.08125305922662751,6.845573763465476e-08,anomaly,0.08125305922662751,0
27,aab,abb,known,abb,0.47706422018348627,3.2657783091761905e-08,normal,0.47706422018348627,0
28,abb,bba,known,bba,0.3370165745856354,1.1006214191146279e-08,normal,0.3370165745856354,0
29,bba,baa,known,baa,0.5555555555555556,6.114563439525711e-09,normal,0.5555555555555556,0
30,baa,aaa,known,aaa,0.759090909090909,4.641509520003607e-09,normal,0.759090909090909,0
31,aaa,aaa,known,aaa,0.9177679882525698,4.259828854628861e-09,normal,0.9177679882525698,0
32,aaa,aaa,known,aaa,0.9177679882525698,3.909534558212978e-09,normal,0.9177679882525698,0
33,aaa,aaa,known,aaa,0.9177679882525698,3.588045666495024e-09,normal,0.9177679882525698,0
34,aaa,aab,known,aab,0.08125305922662751,2.9153968704756437e-10,anomaly,0.08125305922662751,0
35,aab,aba,known,aba,0.4954128440366973,1.4443250550980253e-10,normal,0.4954128440366973,0
36,aba,bab,known,bab,0.39361702127659576,5.6851092594283975e-11,normal,0.39361702127659576,0
37,bab,abb,known,abb,0.46,2.615150259337063e-11,normal,0.46,0
38,abb,bba,known,bba,0.3370165745856354,8.813489824285129e-12,normal,0.3370165745856354,0
39,bba,baa,known,baa,0.5555555555555556,4.896383235713961e-12,normal,0.5555555555555556,0
40,baa,aaa,known,aaa,0.759090909090909,3.716800001655598e-12,normal,0.759090909090909,0
41,aaa,aaa,known,aaa,0.9177679882525698,3.411160060256606e-12,normal,0.9177679882525698,0
42,aaa,aaa,known,aaa,0.9177679882525698,3.13065350610922e-12,normal,0.9177679882525698,0
43,aaa,aaa,known,aaa,0.9177679882525698,2.873213570217713e-12,normal,0.9177679882525698,0
44,aaa,aaa,known,aaa,0.9177679882525698,2.636943438158694e-12,normal,0.9177679882525698,0
45,aaa,aaa,known,aaa,0.9177679882525698,2.420102274374719e-12,normal,0.9177679882525698,0
46,aaa,aab,known,aab,0.08125305922662751,1.96640713434265e-13,anomaly,0.08125305922662751,0
47,aab,aba,known,aba,0.4954128440366973,9.741833509587441e-14,normal,0.4954128440366973,0
48,aba,bab,known,bab,0.39361702127659576,3.834551487816333e-14,normal,0.39361702127659576,0
49,bab,abb,known,abb,0.46,1.7638936843955134e-14,normal,0.46,0
50,abb,bba,known,bba,0.3370165745856354,5.944614074482118e-15,normal,0.3370165745856354,0
51,bba,bab,known,bab,0.40555555555555556,2.41087126353997e-15,normal,0.40555555555555556,0
52,bab,aba,known,aba,0.5,1.205435631769985e-15,normal,0.5,0
53,aba,bab,known,bab,0.39361702127659576,4.744799827179729e-16,normal,0.39361702127659576,0
54,bab,aba,known,aba,0.5,2.3723999135898645e-16,normal,0.5,0
55,aba,bab,known,bab,0.39361702127659576,9.338169872640956e-17,normal,0.39361702127659576,0
56,bab,abb,known,abb,0.46,4.29555814141484e-17,normal,0.46,0
57,abb,bba,known,bba,0.3370165745856354,1.4476742907530678e-17,normal,0.3370165745856354,0
58,bba,bac,known,bac,0.03888888888888889,5.629844464039709e-19,anomaly,0.03888888888888889,0
59,bac,aca,known,aca,0.2727272727272727,1.535412126556284e-19,normal,0.2727272727272727,0
60,aca,cab,known,cab,0.5714285714285714,8.773783580321622e-20,normal,0.5714285714285714,0
61,cab,aba,known,aba,0.35714285714285715,3.133494135829151e-20,normal,0.35714285714285715,0
62,aba,bab,known,bab,0.39361702127659576,1.233396627932751e-20,normal,0.39361702127659576,0
63,bab,aba,known,aba,0.5,6.166983139663755e-21,normal,0.5,0
64,aba,baa,known,baa,0.601063829787234,3.706750504159597e-21,normal,0.601063829787234,0
65,baa,aaa,known,aaa,0.759090909090909,2.8137606099756943e-21,normal,0.759090909090909,0
66,aaa,aaa,known,aaa,0.9177679882525698,2.5823794144417165e-21,normal,0.9177679882525698,0
67,aaa,aaa,known,aaa,0.9177679882525698,2.370025160097023e-21,normal,0.9177679882525698,0
68,aaa,aaa,known,aaa,0.9177679882525698,2.1751332232902196e-21,normal,0.9177679882525698,0
69,aaa,aab,known,aab,0.08125305922662751,1.7673622861780542e-22,anomaly,0.08125305922662751,0
70,aab,aba,known,aba,0.4954128440366973,8.755739766386691e-23,normal,0.4954128440366973,0
71,aba,baa,known,baa,0.601063829787234,5.262758476604766e-23,normal,0.601063829787234,0
72,baa,aab,known,aab,0.22727272727272727,1.1960814719556287e-23,normal,0.22727272727272727,0
73,aab,aba,known,aba,0.4954128440366973,5.925541237211372e-24,normal,0.4954128440366973,0
74,aba,baa,known,baa,0.601063829787234,3.561628509600452e-24,normal,0.601063829787234,0
75,baa,aab,known,aab,0.22727272727272727,8.094610249091936e-25,normal,0.22727272727272727,0
76,aab,aba,known,aba,0.4954128440366973,4.010173884871235e-25,normal,0.4954128440366973,0
77,aba,bab,known,bab,0.39361702127659576,1.5784726993642094e-25,normal,0.39361702127659576,0
78,bab,aba,known,aba,0.5,7.892363496821047e-26,normal,0.5,0
79,aba,baa,known,baa,0.601063829787234,4.743814229472225e-26,normal,0.601063829787234,0
80,baa,aab,known,aab,0.22727272727272727,1.0781395976073239e-26,normal,0.22727272727272727,0
81,aab,aba,known,aba,0.4954128440366973,5.3412420431922475e-27,normal,0.4954128440366973,0
82,aba,baa,known,baa,0.601063829787234,3.210427398301723e-27,normal,0.601063829787234,0
83,baa,aaa,known,aaa,0.759090909090909,2.437006252347217e-27,normal,0.759090909090909,0
84,aaa,aaa,known,aaa,0.9177679882525698,2.2366063255756398e-27,normal,0.9177679882525698,0
85,aaa,aaa,known,aaa,0.9177679882525698,2.052685687936527e-27,normal,0.9177679882525698,0
86,aaa,aaa,known,aaa,0.9177679882525698,1.8838892143323486e-27,normal,0.9177679882525698,0
