time_step,actual_label,prediction_probability,decision
1,0,0.3988686203956604,normal
2,0,0.24702496826648712,normal
3,0,0.2242591679096222,normal
4,0,0.23291490972042084,normal
5,0,0.26108238101005554,normal
6,0,0.2413337230682373,normal
7,0,0.23228107392787933,normal
8,0,0.22224879264831543,normal
9,0,0.2838173806667328,normal
10,0,0.3076726794242859,normal
11,0,0.3161259889602661,normal
12,0,0.26526838541030884,normal
13,0,0.22889146208763123,normal
14,0,0.25857317447662354,normal
15,0,0.29123908281326294,normal
16,0,0.28885483741760254,normal
17,0,0.25095829367637634,normal
18,0,0.2721627354621887,normal
19,0,0.4315026104450226,normal
20,0,0.42963922023773193,normal
21,0,0.3192928731441498,normal
22,0,0.3219105899333954,normal
23,0,0.3955143094062805,normal
24,0,0.6108800172805786,anomaly
25,0,0.5638922452926636,anomaly
26,0,0.38730669021606445,normal
27,0,0.2815113067626953,normal
28,0,0.3833337426185608,normal
29,0,0.3810199201107025,normal
30,0,0.4220387041568756,normal
31,0,0.32305479049682617,normal
32,0,0.3329249620437622,normal
33,0,0.5173958539962769,anomaly
34,0,0.5059612393379211,anomaly
35,0,0.6000052094459534,anomaly
36,0,0.4099029004573822,normal
37,0,0.33248838782310486,normal
38,0,0.3476075232028961,normal
39,0,0.3110384941101074,normal
40,0,0.2915416359901428,normal
41,0,0.31969961524009705,normal
42,0,0.49783894419670105,normal
43,0,0.49940362572669983,normal
44,0,0.39893803000450134,normal
45,0,0.31610336899757385,normal
46,0,0.35271593928337097,normal
47,0,0.3983380198478699,normal
48,0,0.4748288691043854,normal
49,0,0.31718936562538147,normal
50,0,0.2414032369852066,normal
51,0,0.27451008558273315,normal
52,0,0.2922813594341278,normal
53,0,0.28171730041503906,normal
54,0,0.23208390176296234,normal
55,0,0.23001457750797272,normal
56,0,0.2767007648944855,normal
57,0,0.2569643557071686,normal
58,0,0.3407233953475952,normal
59,0,0.2560625970363617,normal
60,0,0.22604185342788696,normal
61,0,0.2328575849533081,normal
62,0,0.22633054852485657,normal
63,0,0.21392929553985596,normal
64,0,0.2131471335887909,normal
65,0,0.2419731765985489,normal
66,0,0.2656184136867523,normal
67,0,0.2590464651584625,normal
68,0,0.22901681065559387,normal
69,0,0.21955762803554535,normal
70,0,0.23787641525268555,normal
