time_step,actual_label,prediction_probability,decision
1,0,0.32513895630836487,normal
2,0,0.2283189445734024,normal
3,0,0.2179293930530548,normal
4,0,0.23675411939620972,normal
5,0,0.24036608636379242,normal
6,0,0.22146454453468323,normal
7,0,0.2156725972890854,normal
8,0,0.2300615757703781,normal
9,0,0.3062231242656708,normal
10,0,0.30861568450927734,normal
11,0,0.2818721830844879,normal
12,0,0.24005381762981415,normal
13,0,0.23986701667308807,normal
14,0,0.27440017461776733,normal
15,0,0.2717343866825104,normal
16,0,0.2579469084739685,normal
17,0,0.2645791172981262,normal
18,0,0.3263941705226898,normal
19,0,0.4282899796962738,normal
20,0,0.3678629994392395,normal
21,0,0.29875460267066956,normal
22,0,0.3540671169757843,normal
23,0,0.48366811871528625,normal
24,0,0.5686792731285095,anomaly
25,0,0.4655374586582184,normal
26,0,0.3390256464481354,normal
27,0,0.3077763020992279,normal
28,0,0.4003300964832306,normal
29,0,0.3746199309825897,normal
30,0,0.3704528510570526,normal
31,0,0.3166455924510956,normal
32,0,0.3742077052593231,normal
33,0,0.5289663076400757,anomaly
34,0,0.5066088438034058,anomaly
35,0,0.5043982267379761,anomaly
36,0,0.38585907220840454,normal
37,0,0.3440650999546051,normal
38,0,0.3206199109554291,normal
39,0,0.28751030564308167,normal
40,0,0.30225294828414917,normal
41,0,0.380025714635849,normal
42,0,0.4947860538959503,normal
43,0,0.44748908281326294,normal
44,0,0.34830066561698914,normal
45,0,0.3196938633918762,normal
46,0,0.39774638414382935,normal
47,0,0.41651979088783264,normal
48,0,0.39332711696624756,normal
49,0,0.28079748153686523,normal
50,0,0.25017860531806946,normal
51,0,0.28569918870925903,normal
52,0,0.27461951971054077,normal
53,0,0.25655823945999146,normal
54,0,0.21113118529319763,normal
55,0,0.2308844029903412,normal
56,0,0.28299614787101746,normal
57,0,0.2656373083591461,normal
58,0,0.298258513212204,normal
59,0,0.24025709927082062,normal
60,0,0.21714964509010315,normal
61,0,0.20981895923614502,normal
62,0,0.2027745097875595,normal
