time_step,state,pattern,status,mapped_to,probability,path_probability,decision,confidence,distance
1,abaaa,baaaa,known,baaaa,0.7272727272727273,0.7272727272727273,normal,0.7272727272727273,0
2,baaaa,aaaaa,known,aaaaa,0.7922077922077922,0.5761511216056671,normal,0.7922077922077922,0
3,aaaaa,aaaaa,known,aaaaa,0.9407831900668577,0.5420332901447775,normal,0.9407831900668577,0
4,aaaaa,aaaaa,known,aaaaa,0.9407831900668577,0.5099358078248385,normal,0.9407831900668577,0
5,aaaaa,aaaaa,known,aaaaa,0.9407831900668577,0.4797390360147717,normal,0.9407831900668577,0
6,aaaaa,aaaab,known,aaaab,0.05826170009551098,0.02795041184040217,anomaly,0.05826170009551098,0
7,aaaab,aaabb,known,aaabb,0.5454545454545454,0.01524567918567391,normal,0.5454545454545454,0
8,aaabb,aabbb,known,aabbb,0.5263157894736842,0.00802404167667048,normal,0.5263157894736842,0
9,aabbb,abbbb,known,abbbb,0.5581395348837209,0.004478534889304453,normal,0.5581395348837209,0
10,abbbb,bbbba,known,bbbba,0.2619047619047619,0.0011729496138654521,normal,0.2619047619047619,0
11,bbbba,bbbaa,known,bbbaa,0.6190476190476191,0.0007261116657262323,normal,0.6190476190476191,0
12,bbbaa,bbaaa,known,bbaaa,0.7209302325581395,0.0005234758520351907,normal,0.7209302325581395,0
13,bbaaa,baaab,known,baaab,0.3269230769230769,0.0001711363362422739,normal,0.3269230769230769,0
14,baaab,aaabb,known,aaabb,0.5,8.556816812113694e-05,normal,0.5,0
15,aaabb,aabba,known,aabba,0.47368421052631576,4.0532290162643815e-05,normal,0.47368421052631576,0
16,aabba,abbaa,known,abbaa,0.7222222222222222,2.9273320673020533e-05,normal,0.7222222222222222,0
17,abbaa,bbaab,known,bbaab,0.375,1.09774952523827e-05,normal,0.375,0
18,bbaab,baabb,known,baabb,0.6666666666666666,7.318330168255133e-06,normal,0.6666666666666666,0
19,baabb,aabbb,known,aabbb,0.5909090909090909,4.324467826696215e-06,normal,0.5909090909090909,0
20,aabbb,abbba,known,abbba,0.4186046511627907,1.8102423460588808e-06,normal,0.4186046511627907,0
21,abbba,bbbaa,known,bbbaa,0.7391304347826086,1.33800521230439e-06,normal,0.7391304347826086,0
22,bbbaa,bbaaa,known,bbaaa,0.7209302325581395,9.646084088706066e-07,normal,0.7209302325581395,0
23,bbaaa,baaaa,known,baaaa,0.6730769230769231,6.492556598167544e-07,normal,0.6730769230769231,0
